tipoClave;numElementos;tiempo
open_hash;24821;username;2500;0.0012557
open_hash;24821;username;5000;0.0023646
open_hash;24821;username;7500;0.0036889
open_hash;24821;username;10000;0.0052867
open_hash;24821;username;12500;0.008252
open_hash;24821;username;15000;0.0077042
open_hash;24821;username;17500;0.008996
open_hash;24821;username;20000;0.0099284
open_hash;24821;username;2500;0.0012469
open_hash;24821;username;5000;0.0024082
open_hash;24821;username;7500;0.0038384
open_hash;24821;username;10000;0.0052268
open_hash;24821;username;12500;0.0066354
open_hash;24821;username;15000;0.0076635
open_hash;24821;username;17500;0.0094578
open_hash;24821;username;20000;0.0124973
open_hash;24821;username;2500;0.0016662
open_hash;24821;username;5000;0.0023822
open_hash;24821;username;7500;0.0053793
open_hash;24821;username;10000;0.0054058
open_hash;24821;username;12500;0.0066887
open_hash;24821;username;15000;0.0077913
open_hash;24821;username;17500;0.0090966
open_hash;24821;username;20000;0.0104918
open_hash;24821;username;2500;0.0012285
open_hash;24821;username;5000;0.0023675
open_hash;24821;username;7500;0.0037028
open_hash;24821;username;10000;0.0055865
open_hash;24821;username;12500;0.0062579
open_hash;24821;username;15000;0.0077816
open_hash;24821;username;17500;0.0090009
open_hash;24821;username;20000;0.0102715
open_hash;24821;username;2500;0.0012345
open_hash;24821;username;5000;0.0024297
open_hash;24821;username;7500;0.0037863
open_hash;24821;username;10000;0.0051592
open_hash;24821;username;12500;0.0065139
open_hash;24821;username;15000;0.0077744
open_hash;24821;username;17500;0.0090066
open_hash;24821;username;20000;0.0104042
open_hash;24821;username;2500;0.001209
open_hash;24821;username;5000;0.0024644
open_hash;24821;username;7500;0.0038508
open_hash;24821;username;10000;0.0051825
open_hash;24821;username;12500;0.0066378
open_hash;24821;username;15000;0.0078885
open_hash;24821;username;17500;0.0090468
open_hash;24821;username;20000;0.0102267
open_hash;24821;username;2500;0.0012112
open_hash;24821;username;5000;0.0024194
open_hash;24821;username;7500;0.0037271
open_hash;24821;username;10000;0.005181
open_hash;24821;username;12500;0.0062609
open_hash;24821;username;15000;0.0075332
open_hash;24821;username;17500;0.0090882
open_hash;24821;username;20000;0.0104952
open_hash;24821;username;2500;0.0012095
open_hash;24821;username;5000;0.0023825
open_hash;24821;username;7500;0.003715
open_hash;24821;username;10000;0.0051202
open_hash;24821;username;12500;0.006601
open_hash;24821;username;15000;0.0077319
open_hash;24821;username;17500;0.0090209
open_hash;24821;username;20000;0.0102667
open_hash;24821;username;2500;0.0012384
open_hash;24821;username;5000;0.0023739
open_hash;24821;username;7500;0.0036874
open_hash;24821;username;10000;0.0051702
open_hash;24821;username;12500;0.0064359
open_hash;24821;username;15000;0.0084413
open_hash;24821;username;17500;0.0091671
open_hash;24821;username;20000;0.0103618
open_hash;24821;username;2500;0.0012167
open_hash;24821;username;5000;0.0024113
open_hash;24821;username;7500;0.0037424
open_hash;24821;username;10000;0.0049728
open_hash;24821;username;12500;0.0063001
open_hash;24821;username;15000;0.0074971
open_hash;24821;username;17500;0.0088867
open_hash;24821;username;20000;0.0103423
open_hash;24821;username;2500;0.0012131
open_hash;24821;username;5000;0.002368
open_hash;24821;username;7500;0.0036765
open_hash;24821;username;10000;0.0051632
open_hash;24821;username;12500;0.0064246
open_hash;24821;username;15000;0.0077238
open_hash;24821;username;17500;0.0090266
open_hash;24821;username;20000;0.0102665
open_hash;24821;username;2500;0.0012047
open_hash;24821;username;5000;0.0024003
open_hash;24821;username;7500;0.0043569
open_hash;24821;username;10000;0.0063639
open_hash;24821;username;12500;0.0065194
open_hash;24821;username;15000;0.007881
open_hash;24821;username;17500;0.0091653
open_hash;24821;username;20000;0.01029
open_hash;24821;username;2500;0.0012111
open_hash;24821;username;5000;0.0023867
open_hash;24821;username;7500;0.0036674
open_hash;24821;username;10000;0.005029
open_hash;24821;username;12500;0.0063819
open_hash;24821;username;15000;0.0074645
open_hash;24821;username;17500;0.0092589
open_hash;24821;username;20000;0.0102552
open_hash;24821;username;2500;0.0012243
open_hash;24821;username;5000;0.0023612
open_hash;24821;username;7500;0.0037359
open_hash;24821;username;10000;0.0051811
open_hash;24821;username;12500;0.0067627
open_hash;24821;username;15000;0.0077948
open_hash;24821;username;17500;0.0100024
open_hash;24821;username;20000;0.0105632
open_hash;24821;username;2500;0.0012139
open_hash;24821;username;5000;0.0024119
open_hash;24821;username;7500;0.0037757
open_hash;24821;username;10000;0.0052886
open_hash;24821;username;12500;0.0065679
open_hash;24821;username;15000;0.0078267
open_hash;24821;username;17500;0.0092078
open_hash;24821;username;20000;0.0104403
open_hash;24821;username;2500;0.0012362
open_hash;24821;username;5000;0.0024007
open_hash;24821;username;7500;0.0036996
open_hash;24821;username;10000;0.0051831
open_hash;24821;username;12500;0.006548
open_hash;24821;username;15000;0.0074345
open_hash;24821;username;17500;0.0088583
open_hash;24821;username;20000;0.0101016
open_hash;24821;username;2500;0.001179
open_hash;24821;username;5000;0.0023247
open_hash;24821;username;7500;0.0036743
open_hash;24821;username;10000;0.0051539
open_hash;24821;username;12500;0.0064165
open_hash;24821;username;15000;0.0078003
open_hash;24821;username;17500;0.0092251
open_hash;24821;username;20000;0.0104789
open_hash;24821;username;2500;0.0012412
open_hash;24821;username;5000;0.0024835
open_hash;24821;username;7500;0.0037446
open_hash;24821;username;10000;0.0053814
open_hash;24821;username;12500;0.0066459
open_hash;24821;username;15000;0.0078387
open_hash;24821;username;17500;0.0097803
open_hash;24821;username;20000;0.0105825
open_hash;24821;username;2500;0.0012101
open_hash;24821;username;5000;0.0023913
open_hash;24821;username;7500;0.0036758
open_hash;24821;username;10000;0.0050625
open_hash;24821;username;12500;0.006486
open_hash;24821;username;15000;0.0074006
open_hash;24821;username;17500;0.0088341
open_hash;24821;username;20000;0.010195
open_hash;24821;username;2500;0.0012022
open_hash;24821;username;5000;0.0023694
open_hash;24821;username;7500;0.003671
open_hash;24821;username;10000;0.0051237
open_hash;24821;username;12500;0.0064612
open_hash;24821;username;15000;0.0077067
open_hash;24821;username;17500;0.012982
open_hash;24821;username;20000;0.0102515
open_hash;24821;username;2500;0.0012241
open_hash;24821;username;5000;0.0023667
open_hash;24821;username;7500;0.003681
open_hash;24821;username;10000;0.0051822
open_hash;24821;username;12500;0.0065422
open_hash;24821;username;15000;0.0077655
open_hash;24821;username;17500;0.0091859
open_hash;24821;username;20000;0.0103998
open_hash;24821;username;2500;0.0012173
open_hash;24821;username;5000;0.0023842
open_hash;24821;username;7500;0.0036991
open_hash;24821;username;10000;0.005033
open_hash;24821;username;12500;0.0062476
open_hash;24821;username;15000;0.0074069
open_hash;24821;username;17500;0.0088665
open_hash;24821;username;20000;0.0101451
open_hash;24821;username;2500;0.0011993
open_hash;24821;username;5000;0.0023884
open_hash;24821;username;7500;0.0036709
open_hash;24821;username;10000;0.0052223
open_hash;24821;username;12500;0.0066234
open_hash;24821;username;15000;0.0077681
open_hash;24821;username;17500;0.0091136
open_hash;24821;username;20000;0.0103033
open_hash;24821;username;2500;0.0012406
open_hash;24821;username;5000;0.0023819
open_hash;24821;username;7500;0.0038147
open_hash;24821;username;10000;0.0051849
open_hash;24821;username;12500;0.006475
open_hash;24821;username;15000;0.0076211
open_hash;24821;username;17500;0.0089762
open_hash;24821;username;20000;0.010195
open_hash;24821;username;2500;0.0012109
open_hash;24821;username;5000;0.0023771
open_hash;24821;username;7500;0.0044254
open_hash;24821;username;10000;0.0050668
open_hash;24821;username;12500;0.0062457
open_hash;24821;username;15000;0.0074425
open_hash;24821;username;17500;0.0089745
open_hash;24821;username;20000;0.0101559
open_hash;24821;username;2500;0.0011881
open_hash;24821;username;5000;0.0023703
open_hash;24821;username;7500;0.0037644
open_hash;24821;username;10000;0.0051228
open_hash;24821;username;12500;0.0066983
open_hash;24821;username;15000;0.0078227
open_hash;24821;username;17500;0.0098313
open_hash;24821;username;20000;0.0104725
open_hash;24821;username;2500;0.0012278
open_hash;24821;username;5000;0.0023726
open_hash;24821;username;7500;0.0036808
open_hash;24821;username;10000;0.0051794
open_hash;24821;username;12500;0.0064458
open_hash;24821;username;15000;0.0076721
open_hash;24821;username;17500;0.0090739
open_hash;24821;username;20000;0.0102643
open_hash;24821;username;2500;0.001245
open_hash;24821;username;5000;0.0024011
open_hash;24821;username;7500;0.003677
open_hash;24821;username;10000;0.0051266
open_hash;24821;username;12500;0.0063248
open_hash;24821;username;15000;0.0074596
open_hash;24821;username;17500;0.0089777
open_hash;24821;username;20000;0.0103562
open_hash;24821;username;2500;0.0012024
open_hash;24821;username;5000;0.0023903
open_hash;24821;username;7500;0.0036767
open_hash;24821;username;10000;0.00512
open_hash;24821;username;12500;0.0064859
open_hash;24821;username;15000;0.0081524
open_hash;24821;username;17500;0.0090307
open_hash;24821;username;20000;0.0104214
open_hash;24821;username;2500;0.0012239
open_hash;24821;username;5000;0.002394
open_hash;24821;username;7500;0.0036805
open_hash;24821;username;10000;0.0051518
open_hash;24821;username;12500;0.0065435
open_hash;24821;username;15000;0.0076846
open_hash;24821;username;17500;0.0091096
open_hash;24821;username;20000;0.0103624
open_hash;24821;username;2500;0.001212
open_hash;24821;username;5000;0.002431
open_hash;24821;username;7500;0.0036888
open_hash;24821;username;10000;0.0052981
open_hash;24821;username;12500;0.0062282
open_hash;24821;username;15000;0.0077554
open_hash;24821;username;17500;0.008769
open_hash;24821;username;20000;0.0100309
open_hash;24821;username;2500;0.0012241
open_hash;24821;username;5000;0.0023114
open_hash;24821;username;7500;0.0035849
open_hash;24821;username;10000;0.0051632
open_hash;24821;username;12500;0.0065539
open_hash;24821;username;15000;0.007838
open_hash;24821;username;17500;0.0091688
open_hash;24821;username;20000;0.0104466
open_hash;24821;username;2500;0.0012147
open_hash;24821;username;5000;0.0024013
open_hash;24821;username;7500;0.0037043
open_hash;24821;username;10000;0.0051884
open_hash;24821;username;12500;0.0065871
open_hash;24821;username;15000;0.0081581
open_hash;24821;username;17500;0.0093625
open_hash;24821;username;20000;0.0104225
open_hash;24821;username;2500;0.0012329
open_hash;24821;username;5000;0.0024057
open_hash;24821;username;7500;0.0037304
open_hash;24821;username;10000;0.0053305
open_hash;24821;username;12500;0.0064573
open_hash;24821;username;15000;0.0078295
open_hash;24821;username;17500;0.0092689
open_hash;24821;username;20000;0.0113899
open_hash;24821;username;2500;0.0012145
open_hash;24821;username;5000;0.0041974
open_hash;24821;username;7500;0.0055032
open_hash;24821;username;10000;0.0052169
open_hash;24821;username;12500;0.0082666
open_hash;24821;username;15000;0.00809
open_hash;24821;username;17500;0.0093108
open_hash;24821;username;20000;0.0108008
open_hash;24821;username;2500;0.0012314
open_hash;24821;username;5000;0.0024074
open_hash;24821;username;7500;0.0037875
open_hash;24821;username;10000;0.0052627
open_hash;24821;username;12500;0.0064547
open_hash;24821;username;15000;0.0080071
open_hash;24821;username;17500;0.0096028
open_hash;24821;username;20000;0.0108532
open_hash;24821;username;2500;0.0013344
open_hash;24821;username;5000;0.0024988
open_hash;24821;username;7500;0.0036192
open_hash;24821;username;10000;0.0051533
open_hash;24821;username;12500;0.006316
open_hash;24821;username;15000;0.0076241
open_hash;24821;username;17500;0.0091335
open_hash;24821;username;20000;0.0103737
open_hash;24821;username;2500;0.0012062
open_hash;24821;username;5000;0.0024314
open_hash;24821;username;7500;0.0037309
open_hash;24821;username;10000;0.0055362
open_hash;24821;username;12500;0.0070363
open_hash;24821;username;15000;0.008073
open_hash;24821;username;17500;0.0097194
open_hash;24821;username;20000;0.0104673
open_hash;24821;username;2500;0.0012375
open_hash;24821;username;5000;0.0023751
open_hash;24821;username;7500;0.0037523
open_hash;24821;username;10000;0.005187
open_hash;24821;username;12500;0.0064803
open_hash;24821;username;15000;0.0077995
open_hash;24821;username;17500;0.0090932
open_hash;24821;username;20000;0.011409
open_hash;24821;username;2500;0.0012524
open_hash;24821;username;5000;0.0023164
open_hash;24821;username;7500;0.0036367
open_hash;24821;username;10000;0.0049349
open_hash;24821;username;12500;0.0063439
open_hash;24821;username;15000;0.0075704
open_hash;24821;username;17500;0.0089817
open_hash;24821;username;20000;0.0102819
open_hash;24821;username;2500;0.0012172
open_hash;24821;username;5000;0.0024161
open_hash;24821;username;7500;0.0037235
open_hash;24821;username;10000;0.005135
open_hash;24821;username;12500;0.0064756
open_hash;24821;username;15000;0.0077364
open_hash;24821;username;17500;0.0094559
open_hash;24821;username;20000;0.0108002
open_hash;24821;username;2500;0.0012309
open_hash;24821;username;5000;0.0024131
open_hash;24821;username;7500;0.0037453
open_hash;24821;username;10000;0.0052014
open_hash;24821;username;12500;0.0066126
open_hash;24821;username;15000;0.0081755
open_hash;24821;username;17500;0.0098836
open_hash;24821;username;20000;0.0108987
open_hash;24821;username;2500;0.0012476
open_hash;24821;username;5000;0.0039715
open_hash;24821;username;7500;0.003918
open_hash;24821;username;10000;0.0050686
open_hash;24821;username;12500;0.0066132
open_hash;24821;username;15000;0.007958
open_hash;24821;username;17500;0.0094038
open_hash;24821;username;20000;0.0106898
open_hash;24821;username;2500;0.0012422
open_hash;24821;username;5000;0.0024085
open_hash;24821;username;7500;0.003729
open_hash;24821;username;10000;0.0052832
open_hash;24821;username;12500;0.0065088
open_hash;24821;username;15000;0.0077626
open_hash;24821;username;17500;0.0092379
open_hash;24821;username;20000;0.0112536
open_hash;24821;username;2500;0.0016532
open_hash;24821;username;5000;0.002395
open_hash;24821;username;7500;0.0037647
open_hash;24821;username;10000;0.0052117
open_hash;24821;username;12500;0.0065975
open_hash;24821;username;15000;0.0078941
open_hash;24821;username;17500;0.0092975
open_hash;24821;username;20000;0.0100434
open_hash;24821;username;2500;0.0011824
open_hash;24821;username;5000;0.002313
open_hash;24821;username;7500;0.003763
open_hash;24821;username;10000;0.0050345
open_hash;24821;username;12500;0.0064913
open_hash;24821;username;15000;0.0085061
open_hash;24821;username;17500;0.012509
open_hash;24821;username;20000;0.010732
open_hash;24821;username;2500;0.0012229
open_hash;24821;username;5000;0.0024234
open_hash;24821;username;7500;0.006356
open_hash;24821;username;10000;0.0053101
open_hash;24821;username;12500;0.0066784
open_hash;24821;username;15000;0.0077359
open_hash;24821;username;17500;0.012953
open_hash;24821;username;20000;0.0106241
open_hash;24821;username;2500;0.0012191
open_hash;24821;username;5000;0.0024475
open_hash;24821;username;7500;0.0040314
open_hash;24821;username;10000;0.0062709
open_hash;24821;username;12500;0.0068152
open_hash;24821;username;15000;0.0083376
open_hash;24821;username;17500;0.0089466
open_hash;24821;username;20000;0.0104066
open_hash;24821;username;2500;0.0013909
open_hash;24821;username;5000;0.0023738
open_hash;24821;username;7500;0.0037354
open_hash;24821;username;10000;0.0051302
open_hash;24821;username;12500;0.0064318
open_hash;24821;username;15000;0.0078994
open_hash;24821;username;17500;0.0092072
open_hash;24821;username;20000;0.0103679
open_hash;24821;username;2500;0.0012761
open_hash;24821;username;5000;0.0024195
